"Name","Link","Ingredients","Main Spirit","Flavor","Rating","Ratings Count","Color","Occasion"
"Orange Dreamsicle","https://www.thecocktailproject.com/drink-recipes/orange-dreamsicle","Pinnacle Whipped Vodka, Orange Soda, Pinnacle Whipped Vodka, Orange Soda, Orange Wedges","Vodka","Sweet",3,27,"['orange']","['summer']"
"Chocolate Covered Berries","https://www.thecocktailproject.com/drink-recipes/chocolate-covered-berries","Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Red Berry Vodka, DeKuyper Creme de Cocoa White Liqueur, Pinnacle Chocolate Whipped Vodka, Chocolate Shavings, Raspberries","Cordials","Sweet",3,31,"['clear']","['birthday', 'ladies-night', 'spring', 'summer', 'valentines-day']"
"Pineapple Razztini","https://www.thecocktailproject.com/drink-recipes/pineapple-razztini","Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Pinnacle Pineapple Vodka, DeKuyper Razzmatazz Schnapps Liqueur, Cranberry Juice, Pineapple Slice, Raspberries","Cordials","Fruity",3,39,"['red']","['ladies-night', 'summer', 'tropical']"
"Peach Iced Tea","https://www.thecocktailproject.com/drink-recipes/peach-iced-tea","Pinnacle Peach Vodka, Iced Tea, Pinnacle Peach Vodka, Iced Tea, Lemon Wheel","Vodka","Fruity",3,58,"['brown']","['bbq', 'brunch', 'fall']"
"Sunset Martini","https://www.thecocktailproject.com/drink-recipes/sunset-martini","Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Orange Vodka, DeKuyper Triple Sec Liqueur, Lime Juice, Orange Twist","Vodka","Sweet",3,32,"['clear']","['ladies-night', 'summer']"
"Kiwi Zest Martini","https://www.thecocktailproject.com/drink-recipes/kiwi-zest-martini","Pinnacle Kiwi Strawberry Vodka, Sour Mix, Pinnacle Kiwi Strawberry Vodka, Sour Mix, Lemon Juice, Sugar, Lemon Wedges","Vodka","Sour",3,31,"['yellow']","['spring', 'summer']"
"Grape Cosmo","https://www.thecocktailproject.com/drink-recipes/grape-cosmo","Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, Pinnacle Grape Vodka, DeKuyper Triple Sec Liqueur, DeKuyper Razzmatazz Schnapps Liqueur, Orange Slice","Cordials","Fruity",3,46,"['red']","['birthday', 'ladies-night', 'summer']"
"Pinnacle Summer Breeze","https://www.thecocktailproject.com/drink-recipes/pinnacle-summer-breeze","Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Pinnacle Cucumber Watermelon Vodka, Grapefruit Juice, Lime Juice, Watermelon Wedge, Simple Garnishes","Vodka","Fruity",3,36,"['pink']","['bbq', 'ladies-night', 'brunch', 'summer']"
"Sunset Tea","https://www.thecocktailproject.com/drink-recipes/sunset-tea","Pinnacle CranApple Vodka, Iced Tea, Pinnacle CranApple Vodka, Iced Tea, Orange Juice, Cinnamon, Ground, Orange Slice","Vodka","Sweet",3,39,"['brown']","['summer']"
"Coconut Spritzer","https://www.thecocktailproject.com/drink-recipes/coconut-spritzer","Pinnacle Coconut Vodka, Soda Water, Pinnacle Coconut Vodka, Soda Water, Pineapple Juice, Pineapple Slice","Vodka","Fruity",3,30,"['yellow']","['summer', 'tropical']"
"Paris Escape","https://www.thecocktailproject.com/drink-recipes/paris-escape","Pinnacle Original Vodka, Pineapple Juice, Pinnacle Original Vodka, Pineapple Juice, Raspberries, Muddled, Lemon, Raspberries, Using Fresh Citrus","Vodka","Fruity",3,33,"['pink']","['ladies-night', 'summer', 'valentines-day', 'wedding']"
"Sunday Funday Bloody Mary","https://www.thecocktailproject.com/drink-recipes/sunday-funday-bloody-mary","Pinnacle Original Vodka, Tomato Juice, Pinnacle Original Vodka, Tomato Juice, Hot Sauce, Horseradish, Worcestershire sauce, Celery","Vodka","Savory",2,49,"['red']","['brunch', 'game-day']"
"Ooh La La Lemon","https://www.thecocktailproject.com/drink-recipes/ooh-la-la-lemon","Pinnacle Whipped Vodka, Lemonade, Pinnacle Whipped Vodka, Lemonade, Whipped Cream","Vodka","Sweet",3,107,"['yellow']","['birthday', 'ladies-night', 'spring', 'summer']"
"Classic Cosmo","https://www.thecocktailproject.com/drink-recipes/classic-cosmo","EFFEN Vodka, Cranberry Juice, EFFEN Vodka, Cranberry Juice, DeKuyper Triple Sec Liqueur, Lime Juice, Cranberries","Vodka","Sweet",3,60,"['red']","['ladies-night', 'summer']"
"Strawberry Basil","https://www.thecocktailproject.com/drink-recipes/strawberry-basil","Strawberries, Strawberries, Basil, Soda Water, Lime Wedges","Vodka","Fruity",3,39,"['pink']","['bbq', 'summer']"
"Skinnygirl Bloody Mary","https://www.thecocktailproject.com/drink-recipes/skinnygirl-bloody-mary","Skinnygirl Cucumber Vodka, Hot Sauce, Skinnygirl Cucumber Vodka, Hot Sauce, Low-Sodium Tomato Juice, Lemon Juice, Lime Juice, Worcestershire sauce, Celery Salt, Lime, Cucumber, Sliced","Vodka","Savory",3,46,"['red']","['brunch']"
"Handsome Ginger","https://www.thecocktailproject.com/drink-recipes/handsome-ginger","Pinnacle Original Vodka, Ginger Beer, Pinnacle Original Vodka, Ginger Beer, Lime Wedge, Orange Wedges","Vodka","Sweet",3,45,"['clear']","['summer']"
